country,market_segment,adults,children,babies,customer_id
MKD,Online TA,2,2,1,798a55f5db83232448163f520201aac617e93c4ba305e20e6e8448da1dfa202d
GBR,Complementary,1,0,0,5727f08d64ab7ba5a7171cfc54bd8919a892ffbf3d56e630218b1c1e0dd5d79e
PRT,Corporate,2,3,0,f6c9799e15eddd832087bfa2456717a8321382a1d1b2dac733dac4f16952f2b2
CZE,Offline TA/TO,2,0,0,ded61795b159042039d984ca0597846d82947418824f717710d59f0cd0d7580c
CHN,Online TA,2,0,1,17bd8ca555d305d85352e89300e308848c094be022b8752c9d02d8272ec166bd
ARG,Groups,2,0,0,0a3268450dc9c8cbacdf3b5576910e6d8517810ab769b38913cb4062ea8264f6
NLD,Corporate,2,0,0,1f61bba1f22888b68299b9a8d76d64cf35d73096073c9477eaec2a4378cd4755
DZA,Offline TA/TO,2,0,0,05ab8a7b650aa91cf99f268dcbbbc5e55dd1dcc359e4fc80a92189b598482f40
IND,Corporate,1,0,0,5436c8ef72ab52884b46f194a47d79140acce9a47f3cf33c43df167b559c4757
ESP,Online TA,2,0,0,5e155303b2b57d8bc0f9ce5dde50abd96aebcd64c537d77ff2289d8a2a86d848
OMN,Online TA,2,2,0,be73f3c0d0d7dcdba82c600eb85fec2ecdc7876b0bc20d9d3efd546274b108d4
ARE,Online TA,2,0,0,9929d71a442abcc9cb5a301d8e2583e84c7d4ce1edc2db2ce7bcbc9daefef100
IRL,Online TA,1,2,0,bb9ff6d98142289fe80f3e1e95ae4c4bc1ad33fac8cc0ac62153a2716b55b271
CYM,Online TA,2,0,0,c660678916c0120424946ad43176ec303a32636fa090010d450997a1673efebe
CHN,Online TA,1,1,0,5592137812843446f1909a4809b9be071ed5e2024655e9b4bbf324366bdec5a7
CPV,Online TA,2,0,0,07f61011e5d7cf40daaee3b8b0ad28a1b3bc041b4e97cbc37a14a31dfd1836da
PRT,Direct,1,1,0,7086327e41149a6f2a203cc47d9310aad1ad25b80b0bd54f18fb54fa47570ac3
ESP,Direct,3,2,0,2725f921b0f1b45fb7f6b2caf554a3124d189b56d3334b0d706da1531ba513dc
CZE,Online TA,2,0,1,9d56ebd90cd1eac24ef7541309eeb37aa4ac00431e893f80d2a29a1e036deb4d
FRA,Offline TA/TO,2,0,0,4b51eed155aab8271150e99d44404d2f323cfb9f79dfa79e321870f9eb5fe3bd
CHE,Offline TA/TO,3,0,0,b44b53cc2dfd6485bbe4eadae67049c89ca4ac8a8886315b4409f51dd4e251a3
POL,Offline TA/TO,2,0,1,33e5e0974d4057b16860ae633720651e6fadc9f96a354817cab1c7c40156e488
ESP,Offline TA/TO,1,0,0,2c3f20ad289e676d50e6a7140cab142e861c576ec8bb41e06cdac5ceab61a609
ITA,Direct,3,0,0,22c969d800d2b3ded24eb8dd44f9e121bceccb5059e1d516c3665cafaeed685f
PRT,Online TA,3,2,0,80bef26c3e4a984f3014710275c9196677b43d17103a8b8019c4f07508ee5021
GBR,Corporate,2,2,0,ad46ee3588078be3663794c08adc2c9251ca4ebb8abec6675d0c5a9fe73c353f
SWE,Direct,2,2,0,dfdb38595485419c7f9b07f1333f04964561ee747c5f3cff1471467010b955f4
FRA,Online TA,3,1,0,9bf6af69b751ac67796768d606823282d32c80ec2c570720b05de7bc8d8756dc
ZWE,Offline TA/TO,2,0,0,55e40fd7e65ee32b1badc42ca9778cff84a9fdb0ce4d995ab54b51b29e7583f6
DNK,Offline TA/TO,2,0,0,4a2b3d8274b5fc30b79f460036f84d58ed54d312484c1914a227d41e1758300f
BHS,Offline TA/TO,2,0,0,58c0a743fe4c7051659ae00acde3aff84d1115d5be2990d847e099f8be1faa95
BEL,Online TA,1,0,0,3ba451a9f266636a5bb5b8979e6a7e382108dffed96f838ac202139ab31db77b
ZAF,Online TA,2,0,0,180164f10e6fab4a22d88f3230ecdc3cb7087e3538f11be48168e88472d80961
BEL,Direct,3,0,0,ec73ff2c88025cafebf87ae53c284a09de359b2d58f513b1e271eed50cdd9a3c
KOR,Online TA,2,0,0,143e240bb07765047cd205aa044c23e6321459370589187b5aecf1cfaf6b444a
GBR,Groups,2,0,1,95970e2da0a8759ba9772a3c2e2cf9f255fd4876a54e44ab9b08b1791fb018c5
LUX,Direct,2,2,0,434e7a6614a61c254be739f2aae98c33fc87fbdaf2641997a96768cbdd6fa378
COL,Offline TA/TO,2,0,0,3f5c69a3f1b0229eebdbfad6b68159cb83d66c80e78b8ce3be454b0393d61cdd
DNK,Direct,2,2,0,9612a1de8f18e049d70c03a6c84d3b41ff55ac434f04f27aa18119990113553d
DEU,Offline TA/TO,2,0,1,45824e4056416bd7f80529d9e2816e3caf255beedd9352489a1ad03fa5529b06
CN,Direct,2,2,0,f7f9a66b4f28e6d019e52392ed4a8e8daab49d56673ff0f5513c78cb41b90b2a
DZA,Offline TA/TO,1,0,0,251548e4e5297a4205621205bdc2e7ec10c1cd980dad410c0dd4ba12d46cbd14
SWE,Direct,2,0,0,cbd0063c202aefc0b8a37a662688180bb9a264048c6c94d1ca4ea1c42d35ee5c
AUS,Direct,1,0,0,2ffa7e0f507ad3e0fd934c2e626bb3b29f7cc090d25b21f412bc859900ae4bce
DEU,Online TA,2,1,0,c08dfc113a4ee24576f2562969bf9004a2dc3325ae46ca255132ebced4c6bf23
SGP,Online TA,2,0,0,05c6d5b51c6738d7853c44ecb4f93c60cf29c7abd47f98d0a340ebb516439461
DEU,Online TA,3,1,0,50319a3592f71f5be21d70396dcaddb88001f89f2a2ee7c7797f3a9f01ad78ab
LBN,Groups,2,0,0,ec2b4ef576a3e802344e147f631a26832e857c1db9e0dd3e72f642bf9fcb65cb
PRT,Direct,2,1,0,f99fc7a5a1a68ba9695bd27c8e09f2bd8dcc8ff891157b3fbaed200c22172fc2
PRT,Direct,4,0,0,3c29aa694cc5f619acaa2ebdddf06c34bedd9e571347e2c96a15ef64fa2545b1
PRT,Groups,1,0,0,5406c23d56f85e5916d9c74d4a325c7e725f8204088370a59a4e4ce2c412ff76
LUX,Online TA,3,0,0,fa166871122af485e62728f358825bc6e1688134ff47a2a818675572bfef25dd
NULL,Online TA,2,1,0,f75c42125de4f95322a7f7bc6f7c58e18bd508239acd6780d472ee45a5878fbd
ITA,Online TA,1,0,0,59f4ed04de09649eb6f04d25596c909718b12d2eabe0945f8e2e378e9ef7ae33
BRA,Online TA,3,0,0,3bb42e73624cb7a4ca6347fadd383afe02c6f35bc86e5171bf05dca444fab251
IND,Online TA,2,0,1,5b4c18b277973588ded48be52ef94bb593c6fc23dafe0c377bc458560f4227f9
ARG,Online TA,1,0,0,48f954db22f7905034a03589ce68e3b7e78bbada7581bbdafd544145421e5125
CHE,Online TA,2,2,0,619f6f2fc7e425c70a837c42319c3cfddd67696fdea5e672e181d95507b8de3b
USA,Online TA,3,0,0,903a1572e0d6c3988dd09332264ac038ec60cea1d95bd9553ee2d9990b2ad984
BRA,Online TA,2,0,0,b0bba68b406a53ab0713c411e7b02bcfa9425b5d34d9d86b5997d161c76de3c2
CHL,Online TA,2,0,0,4dfd66f6ce057e9c72c6365a9c4b49a72299ba969732a0100fed0d463954db49
CHE,Direct,2,0,1,772a2d3a45545805f9d5c6364d89bf39e7c5e0e90e9f05afbca8017bf0a70e34
PRT,Direct,2,1,1,f66e82e993679d15d990fadca27e793afba86f8b8823ac21fb076d5dc70a0fd0
SWE,Offline TA/TO,1,0,0,55f7e04829283debec3bc01e978a3fd9d57865c0a603ebb41cda99ef2865facb
ROU,Direct,1,0,0,673a9637057c4a134969fc2433945efb61c5ccaeee6547f677888c83b3b2195d
CAF,Offline TA/TO,2,0,0,b78bdcf8aa55d65752626f77a558d567a0f0084155c215f12ec98ec8c22598c5
POL,Groups,2,1,0,27c9cc1e97c6e2e104dc035ce0ba5900b266f3bf863526656c7e461abfd9e7f9
IDN,Direct,2,2,0,02cbce348c3f05b22e3b099783f03feafb0761ee7948203a2c08cf65bd4cca41
ZMB,Online TA,2,2,0,90cfa8899bb284fa99baf0afb1c4f26fb7c15e1344ed11c930cd5fa81683aee3
FRA,Offline TA/TO,2,1,0,cc7ec365777e51de1d81a3d10b38a6da89bdba68e822c07369ba25ceec6ef391
AUS,Online TA,2,2,0,b5ddfa59bb71ba6f82cb1d20b491171d88ee6e60ce3e79386712e0bca6e4c809
ESP,Direct,4,0,0,25d981a891936593e830069f5f55d63732c85943ed9b8303e20c939b77fab990
ESP,Direct,2,1,0,fdb26ca7ec487cccdf06581be6cca661449f1fdb95b2c514be104f5c42e5a40b
CHE,Groups,2,0,0,6b2ab16b44c652ea1d14d35884a2d7e2c9fe1cc6107fbd63a8d3f12a4bef5869
GBR,Direct,2,0,1,167cb3b1e74a19589221051563436c99b8d8fded94ddb7b5a66ff545440cb108
NOR,Offline TA/TO,2,0,0,ac4703eb016bf784095b99c232001fe0d3bb219af89fb8b6111822f2757c69d1
AUS,Online TA,2,0,0,c3e184b5c9315dfc57cc507a41a798560763cd2b08e5fd87fdfd0871be14189c
LVA,Offline TA/TO,2,1,0,fd6eb10893b0aea5426b7d17a70bb1e759e5a6e4f821a808d66253d3ef2d64dd
AUS,Direct,3,0,0,a5b612ac4605796fe6e66f0a9266c945044a05117f55b701fd00b6183bfca121
PRT,Online TA,2,1,0,21cc08507f599444ff7286e6948c8d6b313cbbaa14ad690ac63fe830cf5185ba
LUX,Online TA,2,1,0,97b9ca6dea5ee9c2775de0f20e31b139be4fea05f41a507874804b8d38d913ab
AUS,Offline TA/TO,2,0,0,fd2e303dd487251becfe90c17d217bdfbefdf28babb33fcb7b2cef7f936b3c11
BEL,Corporate,2,0,0,f5029d71e178a33d536e4e648ea2c1d79eef145d9a5075910781b092a472125e
ARM,Offline TA/TO,2,0,0,a12852c10295ce11c6bc2bff62655b6b45f995c9ee03c337ac22f1d8b35b19d6
NGA,Offline TA/TO,2,1,1,afe62eee0b1581d85641c4a3e47208835ed32f6c5829a722ce329887d5b8d366
DEU,Complementary,2,0,0,5164ec67e0ad1cf384fc06945be6f0c02467dba569ed6c7053bcdf8c397faab8
NLD,Groups,3,0,0,4cb06007a7029b9445d5415eefc953759c970c16f3114022b85a86490a036b7c
ESP,Online TA,3,0,0,45d40e63de10c39625108cf4a31c384ea089ef255346ce0c2b89f6d2758ffe82
ROU,Direct,2,2,0,015b702cec946f68fc05dc307f1d7c4d1a007e27ffcab12c0aec638e279cc1f0
CYP,Online TA,2,0,0,a8e9767452881e875c0a56cae2a6d9016d3546ded38d9b8454ffce23f0bc8edb
CZE,Direct,2,2,0,1de338c68b5e126310a40e4de6b47ac83673b1cab19c47f639f6f893e90d7141
ITA,Offline TA/TO,1,0,0,70dde2151e2184726897fb69c0814486d446ca64c2b1d60a4c28d0ccc042542c
FRA,Direct,3,1,0,f78763be82f64279c97f47ae0071c889736bc2a623ab0b008a1290f71c68f946
ESP,Direct,2,0,0,a00ce0721485a6ea391a379ff7551d4707dfcf4b346c4cee7e0e9d9c177abc86
FRA,Direct,1,0,0,d2e885c69b2f9a00d4fd7d052697b7137ff54257c39568d0a630d932d14bed6f
GBR,Direct,2,1,0,b3b691a529c55de442d2cbdc9f95ca613fb223b515de11426941a7d0e65abdb7
IND,Online TA,2,2,0,2c8b54ffb9da7c3e7d49e7e8261f6266682eefcaaeb99e92be98300a8d5c1e24
BRA,Complementary,2,0,0,5174d4609455c4647936534e7ee44b9c2138a144224793dbfc43fbefc523146d
PRT,Direct,0,0,0,2a2be3d65031d22261bffebb4734d02f931838ac3b86906363cdb1251b81688d
AUT,Offline TA/TO,2,0,0,bcc36d3f7946c70dbe00c2550d04ab15de9a151765e3baf83e82e07fb1a11112
FRA,Groups,1,0,0,596f84b83b21fb44eb601cb77a53f8db0e942cd033a12a6d36eb8fe95285635f
JAM,Offline TA/TO,1,0,0,4367971ac2550bd2acdaf3979e8f1e9b510f6a2ed2d92a7ac5528dea52515d65
BRA,Online TA,3,1,0,45b03d40b7e17df5258a89f29434fcbbad4e5719750c5598011322ae76461887
NOR,Direct,2,0,0,cbf8dc4b38e6d771765892620bbd4acfae1d78545934ebc74f6bdddbd56faa32
AUT,Direct,2,0,0,5c0a91a30aa3971dc200239147ea2df02de03a69eb368d2f41efb8ba760c153b
FIN,Online TA,2,1,0,60d24360eb2d90eb8129cfac4f221d337574853cc316efd12ad6cd9cf6dda469
ARG,Direct,2,0,0,8adcfb48d9fa2ed7df554874da3c2a3ff05204dd69736a95a7f9be4b9d39a100
EST,Online TA,3,1,0,acd690861e5b021ff12232b8b1c41f6cc6cc44ba8e7727665a5ee93a06bba533
USA,Direct,1,0,0,6dc419d153be3c19bf61eb69975d012ada33a077a779b3d1f43924a063cec75c
CHE,Direct,1,0,0,5d09cca8984009f7ea2115542c8a6ce690739879840ead1aa548d9f244a2d5b0
ESP,Corporate,1,0,0,25d96bd7896520b0bd10289bcece0f600eef6fafc66d430719533222fa1ceb03
POL,Offline TA/TO,3,0,0,ba8cbcfcf9ffd1acb2087f854042e30456e67f3e65777e36e56e196639768c5e
NULL,Complementary,1,0,0,8cdb3332dbb4dffee326a4e212ab1864ed555377a8f6a77c2dd05dc3d90524ad
NLD,Direct,2,0,1,2c4b4832f22463cbcd1554ab6e3a81e5f0c9557c1931930f1049203a6da76ac6
DNK,Corporate,3,0,0,6537a60e30b2721b9a9bc98a6028b9aec29c138ac6e627954ca23489bc5d7c34
PRT,Corporate,2,2,0,27aea88e3fbe8de34e3cde470752b41ba63c1e36f2b69a3be7f4fcd9ea879d9c
ARG,Online TA,2,2,0,be47f357c34c3ae8dc7442808b527c37171751ef2aaa7ca90fbc0b22fc343140
HUN,Online TA,2,2,0,9795f43c58d867bf75d4f59ec4cfcea78c8c198e962726c9f03e474ca5b2f65e
SWE,Corporate,2,0,0,e73eb5016f0b9d490e8b1f860469f6d4686de02a7354fb6d63fa68b7085569a9
KAZ,Online TA,1,0,0,79926cc8d32dfb08396f4acabcbfee0779440a8274bf113808483ac1406beb18
SVN,Groups,1,0,0,9276bbb10650a9425488e2156585bc5b90cd26d6dea16476eb014e4e2d6e44a1
MEX,Online TA,2,0,0,d01819c987ecd3bb8472e18b40f76b87737b55c71d6eb2f75eedf606b02f55ea
PRT,Complementary,1,0,0,71081f93962a3670f7bbb7e31d037185fe06688a5e5f157d2cc1c15720eeda92
NULL,Corporate,2,0,0,be18c1fb7cdc47036d828f10c87c0ee0c9d7a6c0bc3f95c0f27c4a96159f9461
LUX,Online TA,3,1,0,c92750e9f72b8989615f0ac2601e65ddf0f25a8a6ff3df4ff129902d369d1746
PRT,Offline TA/TO,2,1,0,914b5128d4084b69233c6054d5a00386d2a6a76f1b7784122ea1839c103904f5
GBR,Offline TA/TO,3,0,0,52cc194ea589b39752ab89d4f872e346348a30e7fbe6aff0a88e8354c2125cd4
BEL,Offline TA/TO,2,2,0,8c198bf0a9f0530d09af6fef3b8eb8d1d10df7926260b9f56ee165fbe07bcfb6
IND,Groups,1,0,0,970c1295c15f78e26f2e48fe22885a2ba275af205106ad2ae84ffa043f26df86
USA,Online TA,2,1,0,ccf4ecf1b495dab165878e3e67b236953cc611452d3a9d2f72e0047683b6d343
FRA,Corporate,1,0,0,eb6a8b251e3db67c008ff02754524c2eff9ec7ff77c2af70a688db14971e8500
VEN,Online TA,2,0,0,5703505c7948614d29544f0a6c83ca3d752716bfaa3b06486442fb30dc0f0657
SRB,Online TA,2,0,0,37c810429777d6ee5a2f8edfbc8b9464df58153bc8fe59b6e820c9a166aeee03
MYS,Online TA,2,1,0,3b70b25f661ab57095777b073c1124e93b75620f24cf67163ceb8659db10317d
DNK,Direct,2,0,0,ef7db838376d0f1263ba73ad42160f7e232fc952e3511a8f8ddeecfd4628f511
IRL,Offline TA/TO,2,0,0,330c6a395465f53a0bb4b483e64bdc370bf625872ec8d7dddbd36c43ac0af037
TUR,Online TA,2,0,0,f99cd0aad4b84793395c4e2124aa49f516c41c220be16ee169ff3d15ab252201
AUT,Online TA,2,0,0,ff94f2c331ce74f5753a9bcc930c0b55778b101e0bba92b9f96d9413d5437898
FRA,Online TA,3,0,0,0b2168acb2796f94893ffbaa5b74125346111a67911adbc81d1a77cd0d28b5e0
UGA,Online TA,1,0,0,60e50cd2a5f75e79d677324c8846ef3ea678554cd63ed2ca7950747853b47578
GBR,Offline TA/TO,3,0,1,33ff59c36a10bfc1fc967f0404af23ea2c66692a074771e344b6d7c001d4a53e
MAR,Direct,2,2,0,b1503d680699b1fb90b49ec4a819a4c7a7f0b402675ee417e2a7c4a56d61f0f1
BRA,Offline TA/TO,3,0,0,769ee61545f80647ae42876a1c37a0a49f58aa24c17b8442fca51acba3b0c9f6
GBR,Direct,1,0,0,f18e46051e641784a2331312a0032371bcccfc43c6a06cf48d6fcf3d1fe7fce8
PRT,Online TA,2,0,0,29693a0247f017bcd0c3c9d8201eb610ff877865f7d83159eee8a4fc95c9a05b
FRA,Online TA,1,0,0,8765547ca35112fcb0ff1e42dfbacd11dde4ca042b36ddb96717b43322ac20dc
NLD,Offline TA/TO,3,0,0,777899d040dc3e682649cea853da894b1e7f747ee0d71025ef5ec60993da3594
CHE,Corporate,1,0,0,a3085a1b9039585e4cb4671e67a4343eec959a66485b976e37613746f2c109ca
SWE,Groups,2,0,0,6d5e8e8769b05c4a2e73f8e301d3ee21441c46b55bf86db2a23834b08715e5cb
HUN,Direct,2,2,0,da25c9358ab363ba908297fcb292e31811a551f74bef1849a5803a5ee8896be5
GBR,Online TA,2,0,1,ae3901fb64917686467af5fceb975863ae3f182d8803820122c2b080e822e96d
USA,Offline TA/TO,2,0,1,ca1771e22a7d891fb681f05b207f6ac71bf866bacd8630fb29e18172d59b80cc
USA,Direct,2,0,1,fea38ad30a975e7dd8ccc1a28a3901640b14279b09f9a68b7e543608ce556f23
DEU,Online TA,2,2,0,57ed62a23268539601a16541b72a9ac8b950c2b02b074b092b2ee226d24b7ab5
FRA,Offline TA/TO,1,1,0,439d83d7a0db4fe7c8238f7d555608222ca963eaf3eafdceb9f615c11d28aef1
RUS,Corporate,1,0,0,8d4b7fbe077d7489e2568b2bf52e91efc7276cd68b83f92476a1d41a96c53275
NLD,Direct,2,1,0,ca3a23b67620b79bede5d484a52781206671ac7390d4b1e6b22db0fc1425e502
ROU,Direct,2,0,0,44e698acb7c3df6faae5213eeed351db2539389f07a337aca6647692a7c6c135
PRT,Offline TA/TO,2,1,1,cc1ecb66887ff00fda42ee32a90c5c16906b1dfde8c550b1f32790164d8be068
CHE,Complementary,1,0,0,e3ba7cbfbbbc7127b59c52b2d0dcaac319e285bb846198595532166e3d8a943c
AGO,Online TA,3,0,0,ad4eb8a2e771be3c87d3e22cf0e71673eecc738835443ca2dd75614baa63bd23
GBR,Corporate,1,0,0,8549b4ae47b91a773535124f171247feb7f1b85d2e6a95b61bea55b42016ebe9
ESP,Online TA,2,1,0,a7a4c7414bcfbd199a6ca49335739ddf657c366acf88982db67c68dc3bed3700
PRT,Online TA,3,0,0,b244b5639fb3f7e0225266a92421a5886e686f7383202eee4bdeee2615f29cc9
ESP,Online TA,2,0,1,e91fef8b45e50e6cbf386e3a0380d416ca7efbcd822be846480fd6e541cdc4ed
BLR,Online TA,2,0,0,42c4ba6543586bdc675ce920b48c561bd3f6e9f3dbea0b42dac91994aac3cb34
ISR,Online TA,2,0,0,5bb6f3d793bddcd8abf4dd3dc3324a3e11496da8c4c20e2fc0ba4594efd56a46
ROU,Direct,2,1,0,44500fa1ba90b0fcf3fb469ca455597372c7f40cd14e8bee5151f2f33dc3faf0
CN,Complementary,2,0,0,b57b0ac644b52599d2df2102742aa685d27f49d84e5d39d08432de03ec858093
CYP,Online TA,2,2,0,8a84297115e9eed68ee469bb0077a7b67626ec433cd50ecc00c625afcf3b97cb
CZE,Groups,2,0,0,547a0e1c8b07e7c5f7c6cd1acf2d377087778ea6e0b64f84bcc1232d400714ba
COL,Direct,2,0,0,cdaa4a84c0bc66424047f5356ee98040ba8cd37d30a64d0756f25aa03e8060e3
PRT,Direct,1,0,0,e2ab408ba3351c7ea2f817cc1d8a783fbe8e0320228226b4c8fdbe0fe26d0d43
LUX,Direct,3,0,0,a311fd0832cc4937fe7724f1188315a286c96288014e6e825f5466b7e3416d7f
PRI,Corporate,1,0,0,ccf2b5ef2f9a595ead95648a7c9a193f79b7231b45daa6f5695a9a1bac32c314
POL,Corporate,2,0,0,96844d8e6282a3bccc5080e957d57f2a2f250ad7547a432c5a00dbe973a9cd39
IND,Online TA,2,0,0,b72947924819c025924b29a63e0c0012be33bac7d519907dcbd84f9911b9435b
POL,Online TA,2,2,0,62f179907652fb83bc58225e4ded6b6e1e49757ee3dfad7fa4f9997b919eb6bb
USA,Online TA,2,0,1,23e3f548e703c0ea51cd2d75ca62b69eb7b2d3793914b0e7f98f4c6962a980e5
SUR,Online TA,2,0,0,451a92b8ab23b4eff52f8ce709dfac41f76de52342a1e2ba0d3f4cc7063ce97a
RUS,Online TA,1,0,0,8fe5223877e648732c970579e57035025f030afa5eb01b8f80a2c025e9493b34
OMN,Online TA,1,0,0,e277d22d15f632b15d0f6d7fb69d94db4a9417f665430856832bcb55195c08b3
RUS,Online TA,3,1,0,7f69b95d50d4968ea2f4cb9eeeddee1af8e22cb7718f0ce87c62d957d414a6b2
SWE,Offline TA/TO,2,0,1,e1b6e8742bd3b8ed272f8fefd263041dcfeb9ef5061ec6481d6c1dd7a39949af
PRT,Corporate,2,0,1,6c51b4fbe698b274bc4557836403f65750ff68bb50c8f9dd9323c43e5f69fc82
AUT,Online TA,1,0,0,aada456d2e971e17c608878cc9a4b833245cc624724f6280fef3e7faf75b2ea8
CHE,Direct,2,0,0,eac1a655eff50c83ee5f17399267eac202b32ca6bc5b65fee71d7dd5de57ff7f
LTU,Offline TA/TO,2,0,0,4d77174cf66b616b1d5482a7408019c47320ab4400bd48ff548af52499508fc7
AUS,Direct,2,1,0,791069fcede779cc9e3daba82ebd5f05dbe190dc9aa788ab0fbb93ed050782ab
EST,Online TA,1,0,0,ef61e358d0fe6e115a081f3f528ce131efa8d7c8544c2f721836eff7d661fe14
GBR,Online TA,1,1,0,d1d52a293df3c0dcaf3804c85216dfbe1beb300cf0d32fbe18d132ad9e88d39f
ISR,Online TA,2,2,0,89f2bd63682a89926302647ddaf6228b9ac7ac6bc70cdc14886513a1890fd962
GBR,Corporate,3,0,0,e869b36ae798defcf4cfa0e150c2ab8a059c798601d2962223186744e9f08f93
RUS,Online TA,2,0,0,ceac4915a5f5dd08d87bd6eaa785681249007f414cc77215177fe1e823a816c7
ESP,Complementary,1,0,0,6b11b56582ec891750ad59fa09f8072e7f8959871cab398eafbb3dd4d1c9c0c5
POL,Direct,3,0,0,687ee11c6e0922e8b4fc39586c02f81e5f108e74d41c0027d4792671514f60af
ESP,Online TA,1,2,0,62757dca3bc6f578ed8b0ea88e153a336f1750aa7906cc07e3aad3a12ee808df
DEU,Online TA,2,0,0,b46c1d5ee10d6df8f7be73118fd8e165f6ad13aff6d8c7f8aaee377467eb98a7
MUS,Online TA,2,0,0,b569b7f55ac8212c3e326dabb73de4123b13ea51487e8df0e6c87f6466ec8141
CN,Online TA,3,1,0,3d4a8796c975d156afb77e73cde34ce8305b4f88517b19aae6b4577f44df5694
BDI,Groups,2,0,0,96bd1b5eaed2e66debba5b5afb65f7261251f584399659bc425fa8b5714aa4b1
EST,Online TA,2,2,0,33cf25937a81714e26024f38e4f816536756971e393a8f4b0e24e81a9a7d7049
PRT,Offline TA/TO,2,0,1,327b8d7ee937598eab406214f89213b2bc68ddd245cbfb5a8e682064a4098f38
NLD,Offline TA/TO,2,1,0,a8366d58d71b500d6c83456fc9cc511adb04f44ce3c3dcb9040104983bd4d494
NZL,Online TA,2,0,0,79020884e083176ee454ce69030a77cf7f7c88a1efdcadfd60c0db3dfca1721c
MAR,Online TA,2,0,1,7b360a2b082b322ea104cd8a03f250781aeb965d09cc503a3d3b1939f423452a
USA,Offline TA/TO,1,0,0,84f91bb4b68cdf416cf79db348459e1951cf1d0e9863e6e2038902a2bd3fcca7
LUX,Offline TA/TO,1,0,0,83cf8cefc0a97d6e2f4ffccbc835adf7ce6a7731f06b3e5609d5d7759aef7d35
AND,Online TA,3,1,0,01396dd2389e9865a9b52a01c604e4d8f1617244724e15c182ba9dc60fcec786
ITA,Online TA,3,0,0,97b06b2628e870db885ea2aafd2188a7cb0c2eaa8ccbca60fd586de16e76d3bc
FRA,Direct,3,0,0,1b5cff1923d2e47b3950af7e58c42d322b7a4590aaab3e9c680a226437224e81
PRT,Groups,0,0,0,963de018a8e9552566f09e5514e305a6a6bc4ae7c870c6bcca128eb0c53f7a53
AUT,Online TA,2,2,0,f820cf58236b74adb2adcd311b82b20134f0fd06f95773fa796f4ec6ededea4e
DOM,Online TA,2,0,0,25e3f95c6b513417d949de2d6351a6a8e14f973a7215bfabeee93e11efe8c203
FIN,Offline TA/TO,1,0,0,7d5d01c8bb4ae9113c4c6c1e2f7be9b6f1c6ff31d7bb1599919f426884cb8521
FIN,Corporate,2,1,0,7e0d1661ba2e3a8914b37f738e0b0f4ee3b8654c0941b856bce3457133620d6e
PRT,Offline TA/TO,4,0,0,275c63a1e77cba7a2fc657715784286a9c05b902196bf4f8aa005db9a045881d
ROU,Groups,1,0,0,06cab905f657d91c05517022bdbba0780b75a45837078e4d8f89f3490afca89a
NLD,Corporate,1,0,0,39afd214a5db8f5caa075d6c928fd44ce1625d19aea3d99a31268a334498051e
FRA,Offline TA/TO,3,0,0,0a7c513b0246b21bfea2151036f0b8fb35f17ecb384f4e02057d74939e2d2b6d
FRA,Direct,2,1,1,7c91cc08f7f4ddaf2b0fc1bfcb6638a1a6fc41baeaa53eccb8a7f1a08aed1b8d
BRA,Corporate,1,0,0,8537fb77dd388eb22f6caa5ba3fb14aac5a3619e12f18eee95c56abbd6342e34
BLR,Direct,1,0,0,6e4adbc00a99242994318ed35e18558d4c1c7759de8f7b49c21f2a88221ed59c
ARG,Online TA,2,1,0,d31bd1d607838ae2fbc8ce2f066c5110d49380336b49df2a91c3628fb698c476
ESP,Direct,2,0,1,45712fac9ce6c055949c973933c4ff94c6f34a331547d30a4e2ef92da5d7b3ad
DNK,Groups,2,0,0,2e2e437c233656003c88c1a19cc853638252cd0fc89a006a828f8e99aa8b07a6
MLT,Offline TA/TO,2,0,0,91b9369a071a442581eb7853ee2ab16dde22effcd44e7b6b93a8ea84baeb3430
ESP,Offline TA/TO,2,1,1,e80d1b75e3ba5a376403a92a4b81ebdde86455dd8db15c1a52c667da2a941af3
BEL,Groups,3,0,0,41ca3af488ddaad625bc608468ade77341e206075c7759bce2acd64df1192e3f
USA,Online TA,2,0,0,f5a1edad6d2548be6a64afda7177c0edfaae62eb3192a9e301d74fb750e75238
ROU,Offline TA/TO,3,0,0,0a08340a489147b1bc5ec26b46e0ef03c4d22f00b8bfac06bcfec6e3637b90a1
PRT,Corporate,2,1,0,0404a2cbd82b975f8930847c6dfa62813302d1502f01867d11afa8e314565333
AUT,Corporate,1,0,0,8827964ad064338e65cef687a9e2d6b1f395667954c9286a384ebafff44dc201
CHN,Online TA,2,1,0,6673bf25b6395ce8782f60cef96c702f89d017923a266cc5dd4dd29a403eedc8
FRA,Corporate,2,0,0,173ac0e32a2ed7d4f7a195ccf05ae82ace8dc2ffd7c32f5b05451f0704a8099f
FIN,Offline TA/TO,2,0,0,ed413afae801685045de7532b2761f34cbeead5ed33fd693769f68bbf1692406
USA,Online TA,1,0,0,0e94f19e755d334899eb410f2f30c18c8bd0096061a12b7dfbe1ac3af987c947
POL,Groups,1,0,0,1530e85dc5f80bf1cc399ecbdc9eb3c1ccb7cb3d94e721eea771670d17c2d78b
BEL,Direct,2,2,0,475ce22efe9aa52806118c4cc71ee2112dfdb10902209df38819dab737d68b8d
